Rank	Protein	Degree
5281	O75177	1
5282	Q5FVE4	1
5283	O15116	1
5284	Q7Z3H0	1
5285	Q92886	1
5286	Q7Z628	1
5287	Q9UL40	1
5288	Q9H5K3	1
5289	P62072	1
5290	P13725	1
5291	Q6NVV9	1
5292	Q8IWV8	1
5293	P05166	1
5294	Q15306	1
5295	O00311	1
5296	Q9NP64	1
5297	P17020	1
5298	Q6PJT7	1
5299	Q9BXI9	1
5300	O15382	1
5301	P30504	1
5302	Q5KU26	1
5303	Q6IMI6	1
5304	P63162	1
5305	P54709	1
5306	O15121	1
5307	Q9UDY8	1
5308	O43823	1
5309	O43776	1
5310	P46736	1
5311	P46734	1
5312	Q96H22	1
5313	Q9Y3C5	1
5314	Q9UMD9	1
5315	Q96BI1	1
5316	Q99807	1
5317	P51397	1
5318	Q13099	1
5319	Q9UG01	1
5320	Q13325	1
5321	Q92629	1
5322	P23527	1
5323	Q92504	1
5324	P16144	1
5325	Q9NRW3	1
5326	Q96FI4	1
5327	Q8NEY4	1
5328	Q9BVS4	1
5329	P49427	1
5330	P09960	1
5331	Q9NU23	1
5332	Q9NU22	1
5333	Q9HCJ1	1
5334	P50281	1
5335	Q96BD8	1
5336	P30679	1
5337	Q8WXF1	1
5338	Q9NRW1	1
5339	Q8NGN0	1
5340	Q8NG98	1
5341	P58170	1
5342	Q8NH53	1
5343	P20674	1
5344	Q9H0F5	1
5345	A6NKD9	1
5346	A6NK89	1
5347	P48764	1
5348	Q86UV5	1
5349	Q9HB75	1
5350	P78560	1
5351	Q8TC20	1
5352	P41220	1
5353	P55011	1
5354	O00182	1
5355	P51955	1
5356	Q5T447	1
5357	A5PKW4	1
5358	Q9NSB8	1
5359	P49863	1
5360	Q8IYX7	1
5361	O00767	1
5362	Q9NZM4	1
5363	Q9BW11	1
5364	Q8TAI1	1
5365	P23280	1
5366	Q99571	1
5367	P80098	1
5368	Q8NHZ8	1
5369	O43818	1
5370	Q9UIF9	1
5371	P09012	1
5372	O75821	1
5373	Q00059	1
5374	O95801	1
5375	Q86VN1	1
5376	P54829	1
5377	P42081	1
5378	Q6ZN55	1
5379	Q9NRA8	1
5380	P52799	1
5381	Q13613	1
5382	Q9UI26	1
5383	P52797	1
5384	P52790	1
5385	Q02543	1
5386	Q92844	1
5387	Q58FG1	1
5388	P98169	1
5389	Q6P1N9	1
5390	Q2T9J0	1
5391	Q15415	1
5392	O75792	1
5393	Q96HP0	1
5394	Q14512	1
5395	Q6ZRF8	1
5396	Q6PGP7	1
5397	O94864	1
5398	Q14943	1
5399	P49770	1
5400	O14828	1
5401	Q5T3F8	1
5402	Q0P5N6	1
5403	O60315	1
5404	P04921	1
5405	Q9P287	1
5406	Q9H8Y5	1
5407	P49798	1
5408	P34820	1
5409	Q8TEU8	1
5410	P12110	1
5411	Q9UIG0	1
5412	P55082	1
5413	O00151	1
5414	Q32NB8	1
5415	Q9BVV7	1
5416	Q8NE71	1
5417	Q9BPX6	1
5418	Q13636	1
5419	Q8WTW4	1
5420	Q9BQ69	1
5421	Q7RTR0	1
5422	P42356	1
5423	Q96CU9	1
5424	O43772	1
5425	P31274	1
5426	Q7Z419	1
5427	O15015	1
5428	Q6ZT21	1
5429	Q9H611	1
5430	Q96NA2	1
5431	O43237	1
5432	P22680	1
5433	Q2KHR2	1
5434	Q12857	1
5435	Q96BS2	1
5436	P60329	1
5437	Q08J23	1
5438	Q8WVM7	1
5439	Q8WVM0	1
5440	Q9NX24	1
5441	P01344	1
5442	P35916	1
5443	Q14188	1
5444	P13500	1
5445	Q8NGW1	1
5446	P61812	1
5447	Q3LI64	1
5448	Q4VC44	1
5449	Q96AG4	1
5450	Q9Y5W5	1
5451	Q9Y6W8	1
5452	Q9H6T3	1
5453	Q9H2A7	1
5454	Q9UK33	1
5455	O43745	1
5456	P52744	1
5457	Q92692	1
5458	Q14185	1
5459	Q13432	1
5460	Q9HCH5	1
5461	Q9NZQ3	1
5462	Q16587	1
5463	O60220	1
5464	P04844	1
5465	Q86XP1	1
5466	Q96ID5	1
5467	Q7Z569	1
5468	Q9Y2B5	1
5469	Q6NZ36	1
5470	A6NI28	1
5471	Q13972	1
5472	A8CG34	1
5473	P21964	1
5474	Q8TDD1	1
5475	Q96A26	1
5476	Q5VSY0	1
5477	Q9H2D1	1
5478	Q5TH69	1
5479	Q70IA6	1
5480	Q86UZ6	1
5481	Q6ICB0	1
5482	Q9NSI8	1
5483	Q8N4V2	1
5484	Q9Y6N1	1
5485	Q8TDG2	1
5486	P08236	1
5487	Q6P587	1
5488	Q8NEE6	1
5489	P17509	1
5490	Q9H161	1
5491	Q9UJ04	1
5492	Q9NYQ7	1
5493	Q86YJ7	1
5494	P0CAP2	1
5495	P02792	1
5496	Q9UKT6	1
5497	Q5VWQ0	1
5498	Q8TF76	1
5499	Q8TF74	1
5500	P32239	1
5501	Q9UK45	1
5502	Q96FT9	1
5503	P28070	1
5504	Q8N0V5	1
5505	Q5TBC7	1
5506	Q8NI38	1
5507	Q9H936	1
5508	P53671	1
5509	Q9Y577	1
5510	Q8WY36	1
5511	Q9UKG9	1
5512	P49758	1
5513	Q86UV6	1
5514	Q8NFZ0	1
5515	O96020	1
5516	Q9UNS1	1
5517	O94889	1
5518	O14841	1
5519	O00411	1
5520	Q9UDY6	1
5521	Q6NSJ2	1
5522	Q9BT25	1
5523	Q8NHY3	1
5524	Q96G79	1
5525	Q9BSE4	1
5526	P33121	1
5527	Q9UBU3	1
5528	P30874	1
5529	Q9UBU8	1
5530	Q02241	1
5531	Q03426	1
5532	P0CI25	1
5533	Q92834	1
5534	P12271	1
5535	Q92781	1
5536	Q15286	1
5537	P50539	1
5538	Q709F0	1
5539	Q9NVX2	1
5540	Q96MP8	1
5541	P49750	1
5542	Q12926	1
5543	P82912	1
5544	P47710	1
5545	P06312	1
5546	O75817	1
5547	Q8NCA5	1
5548	Q96DX7	1
5549	Q8IUB5	1
5550	Q9H5H4	1
5551	Q9P2Y4	1
5552	Q96NH3	1
5553	Q9BW60	1
5554	Q96T88	1
5555	O95881	1
5556	P18074	1
5557	P80370	1
5558	Q9UHG3	1
5559	Q86UA1	1
5560	Q1KMD3	1
5561	Q7L622	1
5562	Q9UMW8	1
5563	Q92956	1
5564	Q9BU02	1
5565	Q6EEV6	1
5566	Q9BTL3	1
5567	Q6EKJ0	1
5568	P36915	1
5569	Q9NQ39	1
5570	Q9UHR6	1
5571	O75474	1
5572	Q9C0D2	1
5573	P28715	1
5574	Q8N9F7	1
5575	P0C1Z6	1
5576	Q6ZNL6	1
5577	Q9H201	1
5578	Q7L5L3	1
5579	Q8WV41	1
5580	P08572	1
5581	Q9Y4C0	1
5582	Q9BQA5	1
5583	P23469	1
5584	Q9H6Y5	1
5585	Q96CN7	1
5586	P54619	1
5587	Q9BWD3	1
5588	Q99732	1
5589	Q9H9V4	1
5590	O43196	1
5591	Q969T3	1
5592	Q8IUQ0	1
5593	Q9Y3X0	1
5594	P82987	1
5595	P0C7H8	1
5596	Q8TEB1	1
5597	Q13576	1
5598	Q8NCR3	1
5599	P32298	1
5600	Q86SQ4	1
5601	O14986	1
5602	Q6YP21	1
5603	P15018	1
5604	A4D1P6	1
5605	Q8IYL3	1
5606	Q68DC2	1
5607	Q9BWH6	1
5608	Q9H0J9	1
5609	Q96PY6	1
5610	O43633	1
5611	Q5W0V3	1
5612	P62826	1
5613	Q9UNN8	1
5614	Q8NEY1	1
5615	Q9P0T4	1
5616	Q9Y6N6	1
5617	Q9UQB9	1
5618	Q9P2X0	1
5619	O95295	1
5620	Q86SE5	1
5621	O75956	1
5622	Q15545	1
5623	Q03013	1
5624	Q8IXH7	1
5625	Q07954	1
5626	Q9UPE1	1
5627	Q8N5D0	1
5628	Q9H1P3	1
5629	Q96LM5	1
5630	Q96AX2	1
5631	Q8WUH2	1
5632	O15205	1
5633	Q5VWX1	1
5634	Q8N6F1	1
5635	Q9H3H5	1
5636	Q96ES6	1
5637	Q96LB3	1
5638	Q92800	1
5639	Q5T6S3	1
5640	Q92804	1
5641	Q9Y450	1
5642	Q9Y3D2	1
5643	O14672	1
5644	Q9Y3F4	1
5645	Q86TB9	1
5646	Q3YBM2	1
5647	O43505	1
5648	Q9UHA3	1
5649	Q68CL5	1
5650	Q8N3R9	1
5651	Q8NI35	1
5652	Q6NSZ9	1
5653	P31271	1
5654	Q6IA17	1
5655	P43308	1
5656	Q15390	1
5657	O60353	1
5658	O75369	1
5659	Q8TDZ2	1
5660	P61009	1
5661	Q86UK5	1
5662	Q9H269	1
5663	O15061	1
5664	O15444	1
5665	P46020	1
5666	Q9UNY5	1
5667	Q17RY0	1
5668	P21246	1
5669	Q99856	1
5670	Q9UPQ4	1
5671	Q96CM3	1
5672	Q9NYY8	1
5673	O00160	1
5674	O15055	1
5675	P48509	1
5676	Q9P2B2	1
5677	Q9NZN3	1
5678	P16410	1
5679	Q7Z4W1	1
5680	Q494R4	1
5681	Q96NE9	1
5682	Q9P016	1
5683	Q5VWM5	1
5684	Q5TYX0	1
5685	Q9BYC9	1
5686	P40197	1
5687	P04278	1
5688	Q8N682	1
5689	P0DMU8	1
5690	Q13438	1
5691	Q9BT09	1
5692	Q9BXM0	1
5693	Q92994	1
5694	Q8NEM2	1
5695	Q969L2	1
5696	Q14CW9	1
5697	Q9Y4A8	1
5698	Q8N402	1
5699	Q9P1U0	1
5700	O94921	1
5701	P01877	1
5702	Q99719	1
5703	Q9UGR2	1
5704	Q96JA3	1
5705	P26441	1
5706	Q9HCL2	1
5707	Q9NRP7	1
5708	Q56P03	1
5709	O43310	1
5710	Q9NSV4	1
5711	Q53S33	1
5712	Q8NCP5	1
5713	Q9UFF9	1
5714	Q8NCD3	1
5715	Q9NWQ9	1
5716	Q9BYU1	1
5717	Q6ICH7	1
5718	Q9NVX0	1
5719	P49591	1
5720	A4D161	1
5721	O14802	1
5722	P30622	1
5723	A1L4H1	1
5724	Q5TKA1	1
5725	Q6E0U4	1
5726	Q6UXH8	1
5727	O75558	1
5728	Q7Z3U7	1
5729	Q15043	1
5730	P17542	1
5731	O95319	1
5732	O43526	1
5733	Q9UJ41	1
5734	O15269	1
5735	Q96DT6	1
5736	P14867	1
5737	Q9P273	1
5738	Q96CP6	1
5739	P48051	1
5740	Q9P209	1
5741	Q92824	1
5742	Q96T91	1
5743	P50238	1
5744	Q96IW2	1
5745	Q7Z478	1
5746	Q8WU39	1
5747	Q8N878	1
5748	Q8IY51	1
5749	P60331	1
5750	Q01344	1
5751	Q14896	1
5752	Q8WZ79	1
5753	P35670	1
5754	Q9GZM5	1
5755	Q9UHG0	1
5756	P41222	1
5757	P41227	1
5758	Q9NTK1	1
5759	Q92538	1
5760	Q5T681	1
5761	Q7Z7C8	1
5762	P11277	1
5763	P28562	1
5764	Q9C0J8	1
5765	P58511	1
5766	Q9ULZ0	1
5767	Q06136	1
5768	O95164	1
5769	Q6V9R5	1
5770	Q9GZU0	1
5771	Q96NT3	1
5772	Q14D04	1
5773	Q12756	1
5774	Q96BW1	1
5775	Q99504	1
5776	Q15170	1
5777	Q00169	1
5778	Q96HF1	1
5779	O15466	1
5780	P15586	1
5781	O14562	1
5782	P05813	1
5783	Q9Y6N9	1
5784	Q9UJS0	1
5785	Q96HZ7	1
5786	Q96IF1	1
5787	Q8NDP4	1
5788	Q16663	1
5789	Q6UB99	1
5790	Q9BX97	1
5791	O14786	1
5792	Q9Y580	1
5793	O60825	1
5794	Q8WX93	1
5795	O95059	1
5796	Q9H6Q3	1
5797	P33527	1
5798	Q14680	1
5799	Q9HC78	1
5800	Q9P2D1	1
5801	Q3B7T1	1
5802	Q9NPB6	1
5803	Q01974	1
5804	Q7L9L4	1
5805	Q9UKN8	1
5806	P56178	1
5807	P30291	1
5808	P09668	1
5809	Q9ULW0	1
5810	Q12834	1
5811	Q86VE0	1
5812	P16885	1
5813	Q9Y2U8	1
5814	Q8TDX6	1
5815	Q9Y6D5	1
5816	Q9UMS6	1
5817	Q6RFH8	1
5818	Q9H0I9	1
5819	Q5BKU9	1
5820	O43610	1
5821	Q8NBI2	1
5822	Q6YHK3	1
5823	O43593	1
5824	Q96FQ7	1
5825	P30042	1
5826	Q5T5U3	1
5827	O75380	1
5828	Q9NXV2	1
5829	Q8NGQ1	1
5830	Q9Y5L4	1
5831	P53384	1
5832	Q9NPF5	1
5833	Q9BSE5	1
5834	Q9H081	1
5835	O94901	1
5836	Q5QGZ9	1
5837	Q8N4Y2	1
5838	Q9H3K2	1
5839	Q8N684	1
5840	Q8N680	1
5841	O60671	1
5842	Q14749	1
5843	Q6IF82	1
5844	Q8NGC6	1
5845	Q13607	1
5846	A6NHG9	1
5847	Q8NHB8	1
5848	Q8NGE7	1
5849	Q8NGS7	1
5850	B2RN74	1
5851	Q96KG9	1
5852	P42681	1
5853	Q9Y2H8	1
5854	O60663	1
5855	Q9P0P8	1
5856	P25208	1
5857	O15481	1
5858	Q9BYN0	1
5859	Q99972	1
5860	Q15506	1
5861	O43687	1
5862	Q8IXK0	1
5863	Q8IV56	1
5864	Q9P2D7	1
5865	Q6P4A8	1
5866	Q4AE62	1
5867	Q9BPZ3	1
5868	Q96AY2	1
5869	O14495	1
5870	Q96B01	1
5871	Q96PB7	1
5872	Q9BYT8	1
5873	Q96BX8	1
5874	Q12802	1
5875	Q9H0U9	1
5876	P48167	1
5877	Q6JQN1	1
5878	Q8N307	1
5879	Q9C0K7	1
5880	Q9UBL3	1
5881	Q7L2Z9	1
5882	Q86VZ1	1
5883	Q01804	1
5884	Q9NR21	1
5885	P29218	1
5886	Q9BXT2	1
5887	O15240	1
5888	Q5T0J3	1
5889	Q9NV35	1
5890	Q9Y619	1
5891	Q9Y616	1
5892	P53618	1
5893	Q9UIA9	1
5894	Q86SQ0	1
5895	Q14093	1
5896	Q9UK17	1
5897	Q9P212	1
5898	Q9Y5L0	1
5899	P17936	1
5900	Q06830	1
5901	P00367	1
5902	P21281	1
5903	P78344	1
5904	P63215	1
5905	Q96PN6	1
5906	P0DI81	1
5907	Q7Z392	1
5908	P09038	1
5909	Q2TAL6	1
5910	Q9H993	1
5911	Q6NZY4	1
5912	P11586	1
5913	Q8NG08	1
5914	Q460N5	1
5915	P35442	1
5916	Q8NI77	1
5917	Q8TD55	1
5918	O95789	1
5919	Q9H190	1
5920	Q5RKV6	1
5921	Q92519	1
5922	Q7Z5D8	1
5923	P31513	1
5924	Q96HU1	1
5925	Q6P1X5	1
5926	Q9UEE9	1
5927	O43739	1
5928	Q9H222	1
5929	O75175	1
5930	Q9ULM6	1
5931	Q9BWT1	1
5932	Q9HBT8	1
5933	P17041	1
5934	P17014	1
5935	Q13224	1
5936	Q15773	1
5937	P50851	1
5938	Q6UW78	1
5939	Q8WUA2	1
5940	O15409	1
5941	Q8IZC7	1
5942	Q6ZTQ3	1
5943	Q96RR1	1
5944	Q8IYT2	1
5945	O14613	1
5946	Q6MZP7	1
5947	O75506	1
5948	Q9NX04	1
5949	Q9Y6H3	1
5950	Q16881	1
5951	P33897	1
5952	Q8WZA9	1
5953	Q8WZA1	1
5954	Q9Y2B1	1
5955	Q8WZA2	1
5956	Q9HD26	1
5957	O95704	1
5958	Q6XYQ8	1
5959	P15248	1
5960	P15622	1
5961	O43278	1
5962	Q9Y282	1
5963	Q969X5	1
5964	Q9Y289	1
5965	Q8NCL4	1
5966	Q8N264	1
5967	Q14973	1
5968	Q16763	1
5969	O00237	1
5970	Q9Y2W7	1
5971	P08294	1
5972	Q9Y287	1
5973	Q96SZ6	1
5974	O75410	1
5975	P08574	1
5976	Q9NVV4	1
5977	P05231	1
5978	P17661	1
5979	Q8NGC9	1
5980	O95299	1
5981	Q9P2T0	1
5982	P01912	1
5983	Q99062	1
5984	Q8N448	1
5985	Q9HBI0	1
5986	Q86YW9	1
5987	Q8WVE6	1
5988	O14776	1
5989	Q8TC12	1
5990	Q9UJP4	1
5991	Q9Y4P8	1
5992	Q9BVJ7	1
5993	Q5VVJ2	1
5994	Q14011	1
5995	A0PJX4	1
5996	Q5VZ52	1
5997	Q9ULZ1	1
5998	Q9ULZ3	1
5999	Q9Y2J2	1
6000	Q9BZM1	1
6001	Q96MS0	1
6002	O75541	1
6003	Q8TBC4	1
6004	Q8IUF8	1
6005	Q15528	1
6006	Q96HR3	1
6007	Q9NQY0	1
6008	Q9NZL9	1
6009	P20933	1
6010	P08319	1
6011	Q8NHU6	1
6012	Q86US8	1
6013	Q9Y243	1
6014	Q86VI1	1
6015	P35251	1
6016	Q9NV31	1
6017	O95352	1
6018	Q6EEV4	1
6019	O60512	1
6020	P29320	1
6021	P98172	1
6022	Q13009	1
6023	P25815	1
6024	Q96CN5	1
6025	P28324	1
6026	Q2TBA0	1
6027	P20783	1
6028	Q06033	1
6029	Q9Y5W3	1
6030	Q9BYB0	1
6031	O43900	1
6032	P51825	1
6033	Q9UKY1	1
6034	Q92535	1
6035	O75128	1
6036	Q9GZN7	1
6037	Q9GZN8	1
6038	P05452	1
6039	P27707	1
6040	P24278	1
6041	Q6P1L8	1
6042	Q9Y620	1
6043	P42575	1
6044	P78509	1
6045	Q9H361	1
6046	Q13127	1
6047	P08183	1
6048	Q13203	1
6049	Q96RS0	1
6050	Q9Y3R4	1
6051	Q9NTX9	1
6052	Q13467	1
6053	Q86WV6	1
6054	P51800	1
6055	Q15758	1
6056	O15105	1
6057	Q9BQD3	1
6058	P05113	1
6059	Q9BUT9	1
6060	Q99543	1
6061	Q96B18	1
6062	Q5SZQ8	1
6063	Q03154	1
6064	Q9NZH0	1
6065	O14777	1
6066	P42261	1
6067	Q9UJW2	1
6068	Q96B21	1
6069	Q15406	1
6070	Q68D91	1
6071	P56134	1
6072	P00846	1
6073	Q9NVQ4	1
6074	P23467	1
6075	P25686	1
6076	Q9BTT4	1
6077	Q8N6T7	1
6078	Q9Y2Q9	1
6079	P17707	1
6080	Q9H0L4	1
6081	Q96JB3	1
6082	O00168	1
6083	Q96EY4	1
6084	Q96EY5	1
6085	Q6P531	1
6086	Q6ZVD8	1
6087	Q15036	1
6088	Q86V97	1
6089	O60269	1
6090	Q15583	1
6091	P62324	1
6092	Q9BXM7	1
6093	Q92622	1
6094	P35900	1
6095	Q9BYI3	1
6096	Q9P270	1
6097	Q9C0E4	1
6098	P09488	1
6099	P60983	1
6100	Q16586	1
6101	O14492	1
6102	Q9Y3D0	1
6103	Q9NPJ3	1
6104	Q9NPJ4	1
6105	P11474	1
6106	Q9UI30	1
6107	Q96JK2	1
6108	Q9NUG6	1
6109	Q6UWP2	1
6110	Q01629	1
6111	Q99952	1
6112	Q6UX53	1
6113	Q14761	1
6114	P49069	1
6115	Q7Z6K5	1
6116	Q9UPU5	1
6117	Q68DK7	1
6118	Q9H410	1
6119	Q8TBZ6	1
6120	Q02383	1
6121	Q8N6S5	1
6122	Q9H3U1	1
6123	Q8NGP8	1
6124	O14907	1
6125	Q9NUQ6	1
6126	Q8TBZ8	1
6127	Q9ULX3	1
6128	Q96M83	1
6129	Q93097	1
6130	E9PAV3	1
6131	P35414	1
6132	Q96JI7	1
6133	Q8IXQ4	1
6134	P56545	1
6135	Q2T9L4	1
6136	Q9Y3C0	1
6137	O95707	1
6138	Q10567	1
6139	P47870	1
6140	Q5T764	1
6141	Q567U6	1
6142	Q8IXQ9	1
6143	O00238	1
6144	Q13507	1
6145	Q9H3M7	1
6146	Q9BYJ4	1
6147	Q96A84	1
6148	P56880	1
6149	Q9HC38	1
6150	P53597	1
6151	O43768	1
6152	O95379	1
6153	Q9H0U3	1
6154	Q8NH40	1
6155	Q86UD3	1
6156	Q0VDF9	1
6157	Q8N6N3	1
6158	Q9P260	1
6159	Q12789	1
6160	P09210	1
6161	P51808	1
6162	P48169	1
6163	Q96KP1	1
6164	Q5JUQ0	1
6165	Q5VV67	1
6166	Q02763	1
6167	Q6P5X5	1
6168	Q12860	1
6169	Q99653	1
6170	Q9UPG8	1
6171	P63027	1
6172	P14621	1
6173	Q8TEE9	1
6174	Q8IX18	1
6175	Q96EZ8	1
6176	O95571	1
6177	Q5VU65	1
6178	Q8WUM9	1
6179	P19532	1
6180	Q9NTX5	1
6181	Q86X45	1
6182	Q9UG63	1
6183	Q9NX47	1
6184	Q9NPD8	1
6185	Q14397	1
6186	Q96CG8	1
6187	Q5TGY3	1
6188	P07306	1
6189	P07307	1
6190	Q6NUQ4	1
6191	Q49A26	1
6192	P10632	1
6193	Q6P996	1
6194	P14555	1
6195	Q9NVS2	1
6196	Q01995	1
6197	P50458	1
6198	P50454	1
6199	P61201	1
6200	Q9C091	1
6201	Q15121	1
6202	Q13393	1
6203	O75477	1
6204	Q86YS7	1
6205	Q9Y2S6	1
6206	Q5C9Z4	1
6207	Q9UHL4	1
6208	P61204	1
6209	Q96S55	1
6210	O15145	1
6211	Q8IYF1	1
6212	Q9H2S5	1
6213	Q92766	1
6214	Q8NFQ8	1
6215	Q92765	1
6216	P56703	1
6217	Q8TCE9	1
6218	Q6IN84	1
6219	Q7Z7H3	1
6220	Q02413	1
6221	Q9P104	1
6222	Q01469	1
6223	P15918	1
6224	Q4KMG0	1
6225	Q3KPI0	1
6226	Q9H098	1
6227	O60239	1
6228	Q8WW34	1
6229	Q7Z6J4	1
6230	Q9HCU4	1
6231	Q16633	1
6232	Q9BSC4	1
6233	Q9NPL8	1
6234	P35713	1
6235	P55290	1
6236	O00471	1
6237	O43716	1
6238	Q99717	1
6239	Q96L34	1
6240	O14967	1
6241	Q8IWZ8	1
6242	Q96FN4	1
6243	Q96PQ6	1
6244	Q9BRQ0	1
6245	Q15643	1
6246	Q9HBZ2	1
6247	Q13433	1
6248	P23634	1
6249	P01133	1
6250	P62955	1
6251	Q06432	1
6252	Q9BUE0	1
6253	Q9H6I2	1
6254	Q9UEW3	1
6255	Q9H9Q4	1
6256	Q68CQ4	1
6257	Q9NX46	1
6258	Q5JVF3	1
6259	Q9BQE5	1
6260	Q9UNA1	1
6261	P50151	1
6262	P50150	1
6263	Q13882	1
6264	P07099	1
6265	Q13888	1
6266	Q13571	1
6267	P51798	1
6268	Q9HB89	1
6269	Q9Y2D4	1
6270	Q96AV8	1
6271	Q86UF1	1
6272	Q7Z309	1
6273	P23510	1
6274	Q9Y675	1
6275	Q13402	1
6276	Q6ZS17	1
6277	Q9UBB6	1
6278	Q9UBB5	1
6279	Q9UBB4	1
6280	Q9UBF1	1
6281	P02042	1
6282	O60477	1
6283	Q8TAG9	1
6284	Q3LI76	1
6285	O00750	1
6286	O95278	1
6287	Q9NRS4	1
6288	P01185	1
6289	O75223	1
6290	Q13761	1
6291	Q7Z5B4	1
6292	Q12981	1
6293	P43626	1
6294	Q07000	1
6295	O14521	1
6296	Q15125	1
6297	Q9UP95	1
6298	Q86TC9	1
6299	Q9NTM9	1
6300	Q9UPQ0	1
6301	Q5JSL3	1
6302	Q2NKX9	1
6303	P01242	1
6304	Q4AC94	1
6305	Q499Z4	1
6306	Q8TEC5	1
6307	Q9UBT7	1
6308	P32320	1
6309	Q15375	1
6310	Q96T75	1
6311	Q14320	1
6312	Q96T55	1
6313	Q99584	1
6314	P82663	1
6315	Q9HDC5	1
6316	P21918	1
6317	O14771	1
6318	Q86W11	1
6319	Q9NX61	1
6320	Q96D09	1
6321	Q16352	1
6322	Q08495	1
6323	Q9BZ95	1
6324	Q969L4	1
6325	Q9BQA1	1
6326	Q9H7Z3	1
6327	O14737	1
6328	O14730	1
6329	A8MVW5	1
6330	Q96A19	1
6331	Q8IZ73	1
6332	P84090	1
6333	P84095	1
6334	Q9NQU5	1
6335	Q8N1G4	1
6336	O60861	1
6337	P32004	1
6338	O00221	1
6339	Q68DD2	1
6340	P35869	1
6341	Q96NS5	1
6342	Q9P0G3	1
6343	Q9NQ38	1
6344	P08910	1
6345	Q5JS13	1
6346	P07585	1
6347	Q15072	1
6348	Q96I99	1
6349	A5D8T8	1
6350	Q9UIS9	1
6351	O95232	1
6352	Q9BXR5	1
6353	Q71RC2	1
6354	Q7L7X3	1
6355	Q9H7E2	1
6356	O15127	1
6357	P49641	1
6358	Q9H228	1
6359	Q9BTX1	1
6360	Q8NBA8	1
6361	Q8WUZ0	1
6362	Q9H706	1
6363	Q8NHC4	1
6364	Q04695	1
6365	Q8NGI9	1
6366	Q69YU3	1
6367	Q969H8	1
6368	P48304	1
6369	Q9GZU7	1
6370	Q9GZU3	1
6371	Q8N159	1
6372	Q9GZU8	1
6373	Q96FL8	1
6374	P43403	1
6375	P61328	1
6376	O75352	1
6377	Q15672	1
6378	P28907	1
6379	P82980	1
6380	O15440	1
6381	Q15417	1
6382	O75882	1
6383	Q6AZY7	1
6384	Q9NUW8	1
6385	P07602	1
6386	Q96L94	1
6387	P31930	1
6388	Q494U1	1
6389	Q3SY84	1
6390	Q99988	1
6391	Q14722	1
6392	P33260	1
6393	Q9NX78	1
6394	Q9H5F2	1
6395	Q9NV56	1
6396	Q15040	1
6397	O95271	1
6398	O75436	1
6399	Q06481	1
6400	O60256	1
6401	P12111	1
6402	Q86XK2	1
6403	Q96GW7	1
6404	O14732	1
6405	Q96DC9	1
6406	Q9BTC0	1
6407	P18583	1
6408	Q2VPK5	1
6409	P49643	1
6410	Q9NYA4	1
6411	O43252	1
6412	Q92903	1
6413	Q96NS8	1
6414	Q9NRQ5	1
6415	Q8NFX7	1
6416	P48651	1
6417	Q9BVM2	1
6418	A0A075B6S2	1
6419	Q9NP50	1
6420	Q9H115	1
6421	Q7Z5L2	1
6422	P20396	1
6423	Q9H400	1
6424	Q8N0X2	1
6425	Q9Y6X0	1
6426	Q99619	1
6427	Q86X02	1
6428	Q71F56	1
6429	O15482	1
6430	Q9ULS5	1
6431	Q5M9N0	1
6432	Q9NYL2	1
6433	Q9NVF7	1
6434	A0MZ66	1
6435	Q14151	1
6436	O75607	1
6437	Q06787	1
6438	Q9UM63	1
6439	P19622	1
6440	O95696	1
6441	P35125	1
6442	Q4U2R6	1
6443	P40616	1
6444	Q9BQG2	1
6445	P16083	1
6446	Q9H6S1	1
6447	Q13075	1
6448	O76014	1
6449	P13473	1
6450	Q96AZ1	1
6451	P49720	1
6452	Q9H6K1	1
6453	O60888	1
6454	Q8TDB4	1
6455	O60880	1
6456	Q0VGL1	1
6457	C4AMC7	1
6458	Q6P4A7	1
6459	Q15059	1
6460	Q52LJ0	1
6461	Q9UNN4	1
6462	Q96CX2	1
6463	P51888	1
6464	P31327	1
6465	P61927	1
6466	P50053	1
6467	Q9P225	1
6468	P62910	1
6469	Q96A33	1
6470	Q86U86	1
6471	Q969G6	1
6472	Q5I0X7	1
6473	P15954	1
6474	Q8IYS2	1
6475	P49703	1
6476	P49279	1
6477	Q7Z2K6	1
6478	O43609	1
6479	P17027	1
6480	Q96T66	1
6481	Q96KR1	1
6482	Q5EB52	1
6483	Q96MX0	1
6484	P21741	1
6485	Q9Y4X0	1
6486	O00144	1
6487	Q9BYB4	1
6488	P08571	1
6489	A8MPP1	1
6490	Q96II8	1
6491	O75054	1
6492	O75052	1
6493	Q9NQ94	1
6494	P43630	1
6495	P30450	1
6496	Q96MK3	1
6497	P26045	1
6498	O95455	1
6499	Q99426	1
6500	B1AH88	1
6501	O43295	1
6502	Q9HAN9	1
6503	P11487	1
6504	P16234	1
6505	Q6P582	1
6506	P31942	1
6507	Q8NCT1	1
6508	Q86U06	1
6509	P31949	1
6510	Q8WVL7	1
6511	Q15034	1
6512	Q8NHH1	1
6513	Q96B77	1
6514	P61236	1
6515	Q0ZGT2	1
6516	O00291	1
6517	Q96A44	1
6518	Q14566	1
6519	Q9H4T2	1
6520	Q9NSI2	1
6521	Q9BZR9	1
6522	P49918	1
6523	Q7RTP6	1
6524	Q9UJU5	1
6525	P32881	1
6526	Q9NYZ1	1
6527	Q96EC8	1
6528	Q9P2L0	1
